# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	32870	34402	+							FHD68_RS04255	1533		old_locus_tag=FHD68_04260
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	32870	34402	+	WP_139085304.1	WP_139085304.1		acyl-CoA carboxylase subunit beta			FHD68_RS04255	1533	510	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	34851	35264	+							FHD68_RS04260	414		old_locus_tag=FHD68_04265
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	34851	35264	+	WP_045983965.1	WP_045983965.1		hypothetical protein			FHD68_RS04260	414	137	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	35392	35634	+							FHD68_RS04265	243		old_locus_tag=FHD68_04270
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	35392	35634	+	WP_045999109.1	WP_045999109.1		hypothetical protein			FHD68_RS04265	243	80	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	35710	35922	+							FHD68_RS04270	213		old_locus_tag=FHD68_04275
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	35710	35922	+	WP_042246739.1	WP_042246739.1		hypothetical protein			FHD68_RS04270	213	70	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	36022	38067	+							FHD68_RS04275	2046		old_locus_tag=FHD68_04280
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	36022	38067	+	WP_127898599.1	WP_127898599.1		acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha			FHD68_RS04275	2046	681	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	38064	38432	+							FHD68_RS04280	369		old_locus_tag=FHD68_04285
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	38064	38432	+	WP_127898600.1	WP_127898600.1		hypothetical protein			FHD68_RS04280	369	122	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	38443	38829	-							FHD68_RS04285	387		old_locus_tag=FHD68_04290
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	38443	38829	-	WP_127898601.1	WP_127898601.1		DUF4174 domain-containing protein			FHD68_RS04285	387	128	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	38877	39554	+							FHD68_RS04290	678		old_locus_tag=FHD68_04295
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	38877	39554	+	WP_127898602.1	WP_127898602.1		hypothetical protein			FHD68_RS04290	678	225	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	39520	39711	-							FHD68_RS04295	192		old_locus_tag=FHD68_04300
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	39520	39711	-	WP_045984253.1	WP_045984253.1		hypothetical protein			FHD68_RS04295	192	63	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	39805	40329	-							FHD68_RS04300	525		partial;old_locus_tag=FHD68_04305
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000015.1	39805	40329	-	WP_139085307.1	WP_139085307.1		DUF4174 domain-containing protein			FHD68_RS04300	525	174	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000162.1	1	1936	-							FHD68_RS16885	1936		partial;old_locus_tag=FHD68_16885
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000162.1	1	1936	-	WP_139086291.1	WP_139086291.1		glutamine-synthetase adenylyltransferase			FHD68_RS16885	1936	645	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000162.1	2144	2983	+							FHD68_RS16890	840		old_locus_tag=FHD68_16890
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000162.1	2144	2983	+	WP_046001162.1	WP_046001162.1		arginyltransferase			FHD68_RS16890	840	279	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000162.1	3144	4898	+							FHD68_RS16895	1755		old_locus_tag=FHD68_16895
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000162.1	3144	4898	+	WP_045981602.1	WP_045981602.1		acetolactate synthase 3 large subunit			FHD68_RS16895	1755	584	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000162.1	4924	5484	+					ilvN		FHD68_RS16900	561		old_locus_tag=FHD68_16900
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000162.1	4924	5484	+	WP_045981603.1	WP_045981603.1		acetolactate synthase small subunit	ilvN		FHD68_RS16900	561	186	
gene	pseudogene	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000162.1	5586	5870	-							FHD68_RS16905	285		partial;pseudo;old_locus_tag=FHD68_16905
CDS	without_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000162.1	5586	5870	-				hypothetical protein			FHD68_RS16905	285		partial;pseudo
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000162.1	6057	6754	-							FHD68_RS16910	698		partial;old_locus_tag=FHD68_16910
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000162.1	6057	6754	-	WP_139086293.1	WP_139086293.1		peptidase M48			FHD68_RS16910	698	231	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000163.1	16	960	-							FHD68_RS16915	945		old_locus_tag=FHD68_16915
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000163.1	16	960	-	WP_139086295.1	WP_139086295.1		patatin-like phospholipase family protein			FHD68_RS16915	945	314	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000163.1	1048	2034	-							FHD68_RS16920	987		old_locus_tag=FHD68_16920
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000163.1	1048	2034	-	WP_139086297.1	WP_139086297.1		aldo/keto reductase			FHD68_RS16920	987	328	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000163.1	2031	3155	-							FHD68_RS16925	1125		old_locus_tag=FHD68_16925
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000163.1	2031	3155	-	WP_045999394.1	WP_045999394.1		peptide chain release factor 2			FHD68_RS16925	1125	374	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000163.1	3374	5917	-							FHD68_RS16930	2544		old_locus_tag=FHD68_16930
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000163.1	3374	5917	-	WP_139086299.1	WP_139086299.1		PBP1A family penicillin-binding protein			FHD68_RS16930	2544	847	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000163.1	5993	6749	-							FHD68_RS16935	757		partial;old_locus_tag=FHD68_16935
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000163.1	5993	6749	-	WP_139086301.1	WP_139086301.1		N-acetylmuramoyl-L-alanine amidase			FHD68_RS16935	757	251	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	1	1222	-							FHD68_RS16940	1222		partial;old_locus_tag=FHD68_16940
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	1	1222	-	WP_139086303.1	WP_139086303.1		D-erythrulose kinase			FHD68_RS16940	1222	407	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	1219	2145	-							FHD68_RS16945	927		old_locus_tag=FHD68_16945
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	1219	2145	-	WP_139086305.1	WP_139086305.1		sugar phosphate isomerase/epimerase			FHD68_RS16945	927	308	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	2302	2970	+							FHD68_RS16950	669		old_locus_tag=FHD68_16950
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	2302	2970	+	WP_045982495.1	WP_045982495.1		GntR family transcriptional regulator			FHD68_RS16950	669	222	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	3019	3756	-							FHD68_RS16955	738		old_locus_tag=FHD68_16955
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	3019	3756	-	WP_139086308.1	WP_139086308.1		calcium-binding protein			FHD68_RS16955	738	245	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	3901	4401	-					def		FHD68_RS16960	501		old_locus_tag=FHD68_16960
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	3901	4401	-	WP_139086310.1	WP_139086310.1		peptide deformylase	def		FHD68_RS16960	501	166	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	4404	4889	-					def		FHD68_RS16965	486		old_locus_tag=FHD68_16965
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	4404	4889	-	WP_045982494.1	WP_045982494.1		peptide deformylase	def		FHD68_RS16965	486	161	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	4912	5463	-							FHD68_RS16970	552		old_locus_tag=FHD68_16970
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	4912	5463	-	WP_127897803.1	WP_127897803.1		peptide deformylase			FHD68_RS16970	552	183	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	5512	6696	+							FHD68_RS16975	1185		old_locus_tag=FHD68_16975
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000164.1	5512	6696	+	WP_127897802.1	WP_127897802.1		pyridoxal phosphate-dependent aminotransferase			FHD68_RS16975	1185	394	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000165.1	1	3004	-					putA		FHD68_RS16980	3004		partial;old_locus_tag=FHD68_16980
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000165.1	1	3004	-	WP_139086312.1	WP_139086312.1		bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA	putA		FHD68_RS16980	3004	1001	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000165.1	3111	3575	+							FHD68_RS16985	465		old_locus_tag=FHD68_16985
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000165.1	3111	3575	+	WP_127899493.1	WP_127899493.1		Lrp/AsnC family transcriptional regulator			FHD68_RS16985	465	154	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000165.1	3572	5458	-					selB		FHD68_RS16990	1887		old_locus_tag=FHD68_16990
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000165.1	3572	5458	-	WP_127899492.1	WP_127899492.1		selenocysteine-specific translation elongation factor	selB		FHD68_RS16990	1887	628	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000165.1	5455	6682	-					selA		FHD68_RS16995	1228		partial;old_locus_tag=FHD68_16995
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000165.1	5455	6682	-	WP_139086314.1	WP_139086314.1		L-seryl-tRNA(Sec) selenium transferase	selA		FHD68_RS16995	1228	408	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	1	207	+							FHD68_RS17000	207		partial;old_locus_tag=FHD68_17000
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	1	207	+	WP_139086316.1	WP_139086316.1		helix-turn-helix domain-containing protein			FHD68_RS17000	207	68	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	325	1851	+							FHD68_RS17005	1527		old_locus_tag=FHD68_17005
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	325	1851	+	WP_046000587.1	WP_046000587.1		aldehyde dehydrogenase family protein			FHD68_RS17005	1527	508	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	1934	2989	+							FHD68_RS17010	1056		old_locus_tag=FHD68_17010
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	1934	2989	+	WP_127897587.1	WP_127897587.1		DNA topoisomerase IB			FHD68_RS17010	1056	351	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	2986	3315	+							FHD68_RS17015	330		old_locus_tag=FHD68_17015
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	2986	3315	+	WP_045982321.1	WP_045982321.1		DUF779 domain-containing protein			FHD68_RS17015	330	109	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	3385	4302	+					argC		FHD68_RS17020	918		old_locus_tag=FHD68_17020
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	3385	4302	+	WP_127897588.1	WP_127897588.1		N-acetyl-gamma-glutamyl-phosphate reductase	argC		FHD68_RS17020	918	305	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	4451	5680	+							FHD68_RS17025	1230		old_locus_tag=FHD68_17025
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	4451	5680	+	WP_045982323.1	WP_045982323.1		calcium-binding protein			FHD68_RS17025	1230	409	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	5856	6518	+							FHD68_RS17030	663		old_locus_tag=FHD68_17030
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000166.1	5856	6518	+	WP_139086318.1	WP_139086318.1		DUF4102 domain-containing protein			FHD68_RS17030	663	220	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000167.1	376	783	+							FHD68_RS17035	408		old_locus_tag=FHD68_17035
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000167.1	376	783	+	WP_139086320.1	WP_139086320.1		hypothetical protein			FHD68_RS17035	408	135	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000167.1	1504	2391	-							FHD68_RS17040	888		old_locus_tag=FHD68_17040
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000167.1	1504	2391	-	WP_139086322.1	WP_139086322.1		DUF1738 domain-containing protein			FHD68_RS17040	888	295	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000167.1	3432	4916	+							FHD68_RS17045	1485		old_locus_tag=FHD68_17045
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000167.1	3432	4916	+	WP_139086324.1	WP_139086324.1		hypothetical protein			FHD68_RS17045	1485	494	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000167.1	4918	5508	+							FHD68_RS17050	591		old_locus_tag=FHD68_17050
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000167.1	4918	5508	+	WP_139086326.1	WP_139086326.1		hypothetical protein			FHD68_RS17050	591	196	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	202	489	-							FHD68_RS17055	288		old_locus_tag=FHD68_17055
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	202	489	-	WP_139086328.1	WP_139086328.1		hypothetical protein			FHD68_RS17055	288	95	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	866	1426	-							FHD68_RS17060	561		old_locus_tag=FHD68_17060
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	866	1426	-	WP_139086331.1	WP_139086331.1		hypothetical protein			FHD68_RS17060	561	186	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	1423	1674	-							FHD68_RS17065	252		old_locus_tag=FHD68_17065
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	1423	1674	-	WP_139086333.1	WP_139086333.1		hypothetical protein			FHD68_RS17065	252	83	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	1565	2914	+							FHD68_RS17070	1350		old_locus_tag=FHD68_17070
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	1565	2914	+	WP_139086335.1	WP_139086335.1		hypothetical protein			FHD68_RS17070	1350	449	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	3064	3996	+							FHD68_RS17075	933		old_locus_tag=FHD68_17075
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	3064	3996	+	WP_139086337.1	WP_139086337.1		hypothetical protein			FHD68_RS17075	933	310	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	4121	4519	-							FHD68_RS17080	399		old_locus_tag=FHD68_17080
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	4121	4519	-	WP_139086339.1	WP_139086339.1		DNA-binding protein			FHD68_RS17080	399	132	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	4596	5168	-							FHD68_RS17085	573		old_locus_tag=FHD68_17085
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	4596	5168	-	WP_139086345.1	WP_139086345.1		helix-turn-helix domain-containing protein			FHD68_RS17085	573	190	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	5665	6225	+							FHD68_RS17090	561		old_locus_tag=FHD68_17090
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000168.1	5665	6225	+	WP_139086347.1	WP_139086347.1		hypothetical protein			FHD68_RS17090	561	186	
gene	pseudogene	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	1	774	-							FHD68_RS17095	774		partial;pseudo;old_locus_tag=FHD68_17095
CDS	without_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	1	774	-				hypothetical protein			FHD68_RS17095	774		partial;pseudo
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	771	1781	-							FHD68_RS17100	1011		old_locus_tag=FHD68_17100
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	771	1781	-	WP_127898957.1	WP_127898957.1		Gfo/Idh/MocA family oxidoreductase			FHD68_RS17100	1011	336	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	1778	3055	-							FHD68_RS17105	1278		old_locus_tag=FHD68_17105
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	1778	3055	-	WP_045983570.1	WP_045983570.1		TRAP transporter large permease			FHD68_RS17105	1278	425	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	3052	3528	-							FHD68_RS17110	477		old_locus_tag=FHD68_17110
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	3052	3528	-	WP_127898959.1	WP_127898959.1		TRAP transporter small permease			FHD68_RS17110	477	158	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	3580	4548	-							FHD68_RS17115	969		old_locus_tag=FHD68_17115
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	3580	4548	-	WP_127899411.1	WP_127899411.1		DctP family TRAP transporter solute-binding subunit			FHD68_RS17115	969	322	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	4619	5449	-							FHD68_RS17120	831		old_locus_tag=FHD68_17120
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	4619	5449	-	WP_127898960.1	WP_127898960.1		semialdehyde dehydrogenase			FHD68_RS17120	831	276	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	5536	6321	+							FHD68_RS17125	786		partial;old_locus_tag=FHD68_17125
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000169.1	5536	6321	+	WP_139086350.1	WP_139086350.1		four-carbon acid sugar kinase family protein			FHD68_RS17125	786	262	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000170.1	477	728	+							FHD68_RS17130	252		old_locus_tag=FHD68_17130
